Timestamp,Node ID,Suhu (C),Kelembapan (%RH),Tekanan (hPa),Kecepatan Angin (m/s),Arah Angin (derajat),Cahaya (lux),Radiasi (W/m2),PM2.5 (ug/m3),PM10 (ug/m3),Ion Negatif (pcs/cm3)
"30/7/2026, 04.07.50","E32_WS (Sector A)","27.29","68.61","100.93","0.38","327","50.12","2","0","0","1","138"
"30/7/2026, 04.07.55","E32_WS (Sector A)","27.29","68.62","100.93","0.27","337","50.12","2","0","0","2","138"
"30/7/2026, 04.08.00","E32_WS (Sector A)","27.29","68.61","100.93","0.27","314","50.12","2","0","0","2","138"
"30/7/2026, 04.08.05","E32_WS (Sector A)","27.29","68.63","100.93","0.33","353","50.12","2","0","0","2","138"
"30/7/2026, 04.08.10","E32_WS (Sector A)","27.29","68.62","100.93","0.41","351","50.12","2","0","0","1","138"
"30/7/2026, 04.08.15","E32_WS (Sector A)","27.29","68.6","100.93","0.4","326","50.12","2","0","0","2","138"
"30/7/2026, 04.08.20","E32_WS (Sector A)","27.29","68.61","100.93","0.37","332","50.12","2","0","0","1","138"
"30/7/2026, 04.08.25","E32_WS (Sector A)","27.29","68.64","100.93","0.25","344","50.12","2","0","0","2","138"
"30/7/2026, 04.08.30","E32_WS (Sector A)","27.29","68.64","100.93","0.27","327","50.12","2","0","0","1","138"
"30/7/2026, 04.08.35","E32_WS (Sector A)","27.28","68.67","100.93","0.37","319","50.12","2","0","0","2","138"
"30/7/2026, 04.08.40","E32_WS (Sector A)","27.28","68.74","100.93","0.53","338","50.12","2","0","0","1","138"
"30/7/2026, 04.08.45","E32_WS (Sector A)","27.28","68.72","100.93","0.45","352","50.12","2","0","0","1","138"
"30/7/2026, 04.08.50","E32_WS (Sector A)","27.28","68.7","100.93","0.46","354","50.12","2","0","0","2","138"
"30/7/2026, 04.08.55","E32_WS (Sector A)","27.28","68.66","100.93","0.51","356","50.12","2","0","0","1","138"
"30/7/2026, 04.09.00","E32_WS (Sector A)","27.29","68.63","100.93","0.36","327","50.12","2","0","0","1","138"
"30/7/2026, 04.09.05","E32_WS (Sector A)","27.29","68.65","100.93","0.36","337","50.12","2","0","0","1","138"
"30/7/2026, 04.09.10","E32_WS (Sector A)","27.29","68.67","100.93","0.45","340","50.12","2","0","0","1","138"
"30/7/2026, 04.09.15","E32_WS (Sector A)","27.29","68.72","100.93","0.45","339","50.12","2","0","0","1","138"
"30/7/2026, 04.09.20","E32_WS (Sector A)","27.28","68.73","100.93","0.41","328","50.12","2","0","0","2","138"
"30/7/2026, 04.09.25","E32_WS (Sector A)","27.28","68.72","100.93","0.33","280","50.12","2","0","0","1","138"
"30/7/2026, 04.09.30","E32_WS (Sector A)","27.28","68.68","100.93","0.21","326","50.12","2","0","0","2","138"
"30/7/2026, 04.09.35","E32_WS (Sector A)","27.28","68.68","100.93","0.47","272","50.12","2","0","0","1","138"
"30/7/2026, 04.09.40","E32_WS (Sector A)","27.28","68.73","100.93","0.46","287","50.12","2","0","0","1","138"
"30/7/2026, 04.09.45","E32_WS (Sector A)","27.27","68.75","100.93","0.4","297","50.12","2","0","0","1","138"
"30/7/2026, 04.09.50","E32_WS (Sector A)","27.27","68.76","100.93","0.39","350","50.12","2","0","0","1","138"
"30/7/2026, 04.09.55","E32_WS (Sector A)","27.28","68.75","100.93","0.31","339","50.12","2","0","0","1","138"
"30/7/2026, 04.10.00","E32_WS (Sector A)","27.27","68.71","100.93","0.31","333","50.12","2","0","0","1","138"
"30/7/2026, 04.10.05","E32_WS (Sector A)","27.27","68.67","100.93","0.49","359","50.12","2","0","0","1","138"
"30/7/2026, 04.10.10","E32_WS (Sector A)","27.27","68.66","100.93","0.49","337","50.12","2","0","0","1","138"
"30/7/2026, 04.10.15","E32_WS (Sector A)","27.27","68.65","100.93","0.31","325","50.12","2","0","0","2","138"
"30/7/2026, 04.10.20","E32_WS (Sector A)","27.27","68.66","100.93","0.4","315","50.12","2","0","0","1","138"
"30/7/2026, 04.10.25","E32_WS (Sector A)","27.28","68.76","100.93","0.47","315","50.12","2","0","0","2","138"
"30/7/2026, 04.10.30","E32_WS (Sector A)","27.27","68.82","100.93","0.53","326","50.12","2","0","0","2","138"
"30/7/2026, 04.10.35","E32_WS (Sector A)","27.27","68.83","100.93","0.53","331","50.12","2","0","0","2","138"
"30/7/2026, 04.10.40","E32_WS (Sector A)","27.27","68.85","100.93","0.44","332","50.12","2","0","0","1","138"
"30/7/2026, 04.10.45","E32_WS (Sector A)","27.28","68.85","100.93","0.48","343","50.12","2","0","0","1","138"
"30/7/2026, 04.10.50","E32_WS (Sector A)","27.27","68.81","100.93","0.21","313","50.12","2","0","0","1","138"
"30/7/2026, 04.10.55","E32_WS (Sector A)","27.27","68.76","100.93","0.28","343","50.12","2","0","0","1","138"
"30/7/2026, 04.11.00","E32_WS (Sector A)","27.27","68.72","100.93","0.39","323","50.12","2","0","0","1","138"
"30/7/2026, 04.11.05","E32_WS (Sector A)","27.27","68.79","100.93","0.46","332","50.12","2","0","0","2","138"
"30/7/2026, 04.11.10","E32_WS (Sector A)","27.27","68.82","100.93","0.43","336","50.12","2","0","0","1","138"
"30/7/2026, 04.11.15","E32_WS (Sector A)","27.27","68.83","100.93","0.36","333","50.12","2","0","0","1","138"
"30/7/2026, 04.11.20","E32_WS (Sector A)","27.28","68.81","100.93","0.42","297","50.12","2","0","0","1","138"
"30/7/2026, 04.11.25","E32_WS (Sector A)","27.27","68.78","100.93","0.39","329","50.12","2","0","0","2","138"
"30/7/2026, 04.11.30","E32_WS (Sector A)","27.27","68.75","100.93","0.43","346","50.12","2","0","0","1","138"
"30/7/2026, 04.11.35","E32_WS (Sector A)","27.27","68.73","100.93","0.35","343","50.12","2","0","0","1","138"
"30/7/2026, 04.11.40","E32_WS (Sector A)","27.27","68.7","100.93","0.45","341","50.12","2","0","0","1","138"
"30/7/2026, 04.11.45","E32_WS (Sector A)","27.28","68.71","100.93","0.42","327","50.12","2","0","0","1","138"
"30/7/2026, 04.11.50","E32_WS (Sector A)","27.28","68.71","100.93","0.44","332","50.12","2","0","0","1","138"
"30/7/2026, 04.11.55","E32_WS (Sector A)","27.28","68.71","100.93","0.5","338","50.12","2","0","0","1","138"
"30/7/2026, 04.12.00","E32_WS (Sector A)","27.28","68.7","100.93","0.52","337","50.12","2","0","0","1","138"
"30/7/2026, 04.12.05","E32_WS (Sector A)","27.28","68.68","100.93","0.41","348","50.12","2","0","0","1","138"
"30/7/2026, 04.12.10","E32_WS (Sector A)","27.28","68.63","100.93","0.43","348","50.12","2","0","0","1","138"
"30/7/2026, 04.12.15","E32_WS (Sector A)","27.28","68.61","100.93","0.53","1","50.12","2","0","0","1","138"
"30/7/2026, 04.12.20","E32_WS (Sector A)","27.28","68.59","100.93","0.36","333","50.12","2","0","0","2","138"
"30/7/2026, 04.12.25","E32_WS (Sector A)","27.28","68.59","100.93","0.35","329","50.12","2","0","0","1","138"
"30/7/2026, 04.12.30","E32_WS (Sector A)","27.28","68.59","100.93","0.41","347","50.12","2","0","0","2","138"
"30/7/2026, 04.12.35","E32_WS (Sector A)","27.28","68.58","100.93","0.43","339","50.12","2","0","0","2","138"
"30/7/2026, 04.12.40","E32_WS (Sector A)","27.28","68.57","100.93","0.42","330","50.12","2","0","0","2","138"
"30/7/2026, 04.12.45","E32_WS (Sector A)","27.28","68.58","100.93","0.28","345","50.12","2","0","0","2","138"
"30/7/2026, 04.12.50","E32_WS (Sector A)","27.28","68.58","100.93","0.21","314","50.12","2","0","0","2","138"
"30/7/2026, 04.12.55","E32_WS (Sector A)","27.28","68.64","100.93","0.41","315","50.12","2","0","0","2","138"
"30/7/2026, 04.13.00","E32_WS (Sector A)","27.28","68.7","100.93","0.42","326","50.12","2","0","0","1","138"
"30/7/2026, 04.13.05","E32_WS (Sector A)","27.28","68.71","100.93","0.53","321","50.12","2","0","0","1","138"
"30/7/2026, 04.13.10","E32_WS (Sector A)","27.28","68.72","100.93","0.44","344","50.12","2","0","0","1","138"
"30/7/2026, 04.13.15","E32_WS (Sector A)","27.28","68.69","100.93","0.51","340","50.12","2","0","0","1","138"
"30/7/2026, 04.13.20","E32_WS (Sector A)","27.28","68.67","100.93","0.5","352","50.12","2","0","0","1","138"
"30/7/2026, 04.13.25","E32_WS (Sector A)","27.28","68.61","100.93","0.7","347","50.12","2","0","0","1","138"
"30/7/2026, 04.13.30","E32_WS (Sector A)","27.28","68.59","100.93","0.67","343","50.12","2","0","0","1","138"
"30/7/2026, 04.13.35","E32_WS (Sector A)","27.28","68.58","100.93","0.44","334","50.12","2","0","0","2","138"
"30/7/2026, 04.13.40","E32_WS (Sector A)","27.28","68.58","100.93","0.37","331","50.12","2","0","0","1","138"
"30/7/2026, 04.13.45","E32_WS (Sector A)","27.28","68.59","100.93","0.42","334","50.12","2","0","0","1","138"
"30/7/2026, 04.13.50","E32_WS (Sector A)","27.28","68.61","100.93","0.43","340","50.12","2","0","0","1","138"
"30/7/2026, 04.13.55","E32_WS (Sector A)","27.28","68.62","100.93","0.49","328","50.12","2","0","0","1","138"
"30/7/2026, 04.14.00","E32_WS (Sector A)","27.29","68.62","100.93","0.36","326","50.12","2","0","0","1","138"
"30/7/2026, 04.14.05","E32_WS (Sector A)","27.28","68.6","100.92","0.21","308","50.12","2","0","0","1","138"
"30/7/2026, 04.14.10","E32_WS (Sector A)","27.28","68.59","100.93","0.31","321","50.12","2","0","0","1","138"
"30/7/2026, 04.14.15","E32_WS (Sector A)","27.27","68.58","100.93","0.27","304","50.12","2","0","0","2","138"
"30/7/2026, 04.14.20","E32_WS (Sector A)","27.28","68.62","100.92","0.47","325","50.12","2","0","0","1","138"
"30/7/2026, 04.14.25","E32_WS (Sector A)","27.28","68.68","100.93","0.54","332","50.12","2","0","0","2","138"
"30/7/2026, 04.14.30","E32_WS (Sector A)","27.28","68.73","100.93","0.6","334","50.12","2","0","0","1","138"
"30/7/2026, 04.14.35","E32_WS (Sector A)","27.28","68.7","100.93","0.61","344","50.12","2","0","0","1","138"
"30/7/2026, 04.14.40","E32_WS (Sector A)","27.28","68.64","100.93","0.59","342","50.12","2","0","0","1","138"
"30/7/2026, 04.14.45","E32_WS (Sector A)","27.28","68.61","100.92","0.65","350","50.12","2","0","0","1","138"
"30/7/2026, 04.14.50","E32_WS (Sector A)","27.28","68.58","100.92","0.73","341","50.12","2","0","0","1","138"
"30/7/2026, 04.14.55","E32_WS (Sector A)","27.28","68.57","100.92","0.64","346","50.12","2","0","0","1","138"
"30/7/2026, 04.15.00","E32_WS (Sector A)","27.28","68.58","100.92","0.41","339","50.12","2","0","0","1","138"
"30/7/2026, 04.15.05","E32_WS (Sector A)","27.29","68.58","100.93","0.36","6","50.12","2","0","0","1","138"
"30/7/2026, 04.15.10","E32_WS (Sector A)","27.28","68.57","100.92","0.36","313","50.12","2","0","0","1","138"
"30/7/2026, 04.15.15","E32_WS (Sector A)","27.28","68.59","100.92","0.37","323","50.12","2","0","0","1","138"
"30/7/2026, 04.15.20","E32_WS (Sector A)","27.28","68.62","100.92","0.4","324","50.12","2","0","0","2","138"
"30/7/2026, 04.15.25","E32_WS (Sector A)","27.28","68.68","100.92","0.32","337","50.12","2","0","0","1","138"
"30/7/2026, 04.15.30","E32_WS (Sector A)","27.28","68.7","100.92","0.43","326","50.12","2","0","0","1","138"
"30/7/2026, 04.15.35","E32_WS (Sector A)","27.28","68.7","100.92","0.42","343","50.12","2","0","0","1","138"
"30/7/2026, 04.15.40","E32_WS (Sector A)","27.28","68.71","100.92","0.43","329","50.12","2","0","0","1","138"
"30/7/2026, 04.15.45","E32_WS (Sector A)","27.28","68.69","100.92","0.5","334","50.12","2","0","0","1","138"
"30/7/2026, 04.15.50","E32_WS (Sector A)","27.28","68.69","100.92","0.51","334","50.12","2","0","0","1","138"
"30/7/2026, 04.15.55","E32_WS (Sector A)","27.28","68.69","100.92","0.43","340","50.12","2","0","0","1","138"
"30/7/2026, 04.16.00","E32_WS (Sector A)","27.28","68.67","100.92","0.32","351","50.12","2","0","0","1","138"
"30/7/2026, 04.16.05","E32_WS (Sector A)","27.28","68.59","100.93","0.55","319","50.12","2","0","0","2","138"
"30/7/2026, 04.16.10","E32_WS (Sector A)","27.28","68.59","100.92","0.6","318","50.12","2","0","0","1","138"
"30/7/2026, 04.16.15","E32_WS (Sector A)","27.27","68.6","100.92","0.48","322","50.12","2","0","0","1","138"
"30/7/2026, 04.16.20","E32_WS (Sector A)","27.27","68.65","100.92","0.45","321","50.12","2","0","0","1","138"
"30/7/2026, 04.16.25","E32_WS (Sector A)","27.28","68.68","100.92","0.39","327","50.12","2","0","0","1","138"
"30/7/2026, 04.16.30","E32_WS (Sector A)","27.27","68.67","100.92","0.34","324","50.12","2","0","0","1","138"
"30/7/2026, 04.16.35","E32_WS (Sector A)","27.27","68.64","100.93","0.43","303","50.12","2","0","0","1","138"
"30/7/2026, 04.16.40","E32_WS (Sector A)","27.27","68.64","100.92","0.41","321","50.12","2","0","0","1","138"
"30/7/2026, 04.16.45","E32_WS (Sector A)","27.27","68.66","100.92","0.41","325","50.12","2","0","0","1","138"
"30/7/2026, 04.16.50","E32_WS (Sector A)","27.27","68.67","100.93","0.33","339","50.12","2","0","0","1","138"
"30/7/2026, 04.16.55","E32_WS (Sector A)","27.27","68.66","100.92","0.38","348","50.12","2","0","0","1","138"
"30/7/2026, 04.17.00","E32_WS (Sector A)","27.27","68.63","100.92","0.5","344","50.12","2","0","0","1","138"
"30/7/2026, 04.17.05","E32_WS (Sector A)","27.27","68.6","100.93","0.45","343","50.12","2","0","0","1","138"
"30/7/2026, 04.17.10","E32_WS (Sector A)","27.27","68.59","100.93","0.51","343","50.12","2","0","0","1","138"
"30/7/2026, 04.17.15","E32_WS (Sector A)","27.27","68.56","100.93","0.57","324","50.12","2","0","0","1","138"
"30/7/2026, 04.17.20","E32_WS (Sector A)","27.27","68.51","100.93","0.32","289","50.12","2","0","0","1","138"
"30/7/2026, 04.17.25","E32_WS (Sector A)","27.26","68.53","100.93","0.56","310","50.12","2","0","0","1","138"
"30/7/2026, 04.17.30","E32_WS (Sector A)","27.26","68.52","100.93","0.37","287","50.12","2","0","0","1","138"
"30/7/2026, 04.17.35","E32_WS (Sector A)","27.25","68.49","100.93","0.44","333","50.12","2","0","0","1","138"
"30/7/2026, 04.17.40","E32_WS (Sector A)","27.26","68.48","100.93","0.39","323","50.12","2","0","0","1","138"
"30/7/2026, 04.17.45","E32_WS (Sector A)","27.25","68.48","100.93","0.38","306","50.12","2","0","0","1","138"
"30/7/2026, 04.17.50","E32_WS (Sector A)","27.25","68.49","100.93","0.38","303","50.12","2","0","0","1","138"
"30/7/2026, 04.17.55","E32_WS (Sector A)","27.24","68.49","100.93","0.33","321","50.12","2","0","0","1","138"
"30/7/2026, 04.18.00","E32_WS (Sector A)","27.25","68.49","100.93","0.32","331","50.12","2","0","0","1","138"
"30/7/2026, 04.18.05","E32_WS (Sector A)","27.24","68.52","100.93","0.37","317","50.12","2","0","0","1","138"
"30/7/2026, 04.18.10","E32_WS (Sector A)","27.24","68.54","100.92","0.35","309","50.12","2","0","0","1","138"
"30/7/2026, 04.18.15","E32_WS (Sector A)","27.24","68.55","100.92","0.35","321","50.12","2","0","0","1","138"
"30/7/2026, 04.18.20","E32_WS (Sector A)","27.24","68.58","100.93","0.43","308","50.12","2","0","0","1","138"
"30/7/2026, 04.18.25","E32_WS (Sector A)","27.24","68.58","100.92","0.51","324","50.12","2","0","0","1","138"
"30/7/2026, 04.18.30","E32_WS (Sector A)","27.24","68.62","100.93","0.4","323","50.12","2","0","0","1","138"
"30/7/2026, 04.18.35","E32_WS (Sector A)","27.24","68.66","100.93","0.35","340","50.12","2","0","0","1","138"
"30/7/2026, 04.18.40","E32_WS (Sector A)","27.24","68.62","100.93","0.29","315","50.12","2","0","0","1","138"
"30/7/2026, 04.18.45","E32_WS (Sector A)","27.24","68.58","100.93","0.26","327","50.12","2","0","0","1","138"
"30/7/2026, 04.18.50","E32_WS (Sector A)","27.23","68.56","100.93","0.25","318","50.12","2","0","0","1","138"
"30/7/2026, 04.18.55","E32_WS (Sector A)","27.23","68.53","100.93","0.36","331","50.12","2","0","0","1","138"
"30/7/2026, 04.19.00","E32_WS (Sector A)","27.23","68.54","100.93","0.45","305","50.12","2","0","0","1","138"
"30/7/2026, 04.19.05","E32_WS (Sector A)","27.23","68.55","100.93","0.3","336","50.12","2","0","0","1","138"
"30/7/2026, 04.19.10","E32_WS (Sector A)","27.22","68.55","100.93","0.33","309","50.12","2","0","0","1","138"
"30/7/2026, 04.19.15","E32_WS (Sector A)","27.22","68.58","100.93","0.44","290","50.12","2","0","0","1","138"
"30/7/2026, 04.19.20","E32_WS (Sector A)","27.22","68.6","100.93","0.48","315","50.12","2","0","0","1","138"
"30/7/2026, 04.19.25","E32_WS (Sector A)","27.22","68.64","100.93","0.38","323","50.12","2","0","0","1","138"
"30/7/2026, 04.19.30","E32_WS (Sector A)","27.22","68.66","100.93","0.38","330","50.12","2","0","0","1","138"
"30/7/2026, 04.19.35","E32_WS (Sector A)","27.22","68.65","100.93","0.5","320","50.12","2","0","0","1","138"
"30/7/2026, 04.19.40","E32_WS (Sector A)","27.22","68.62","100.93","0.42","304","50.12","2","0","0","1","138"
"30/7/2026, 04.19.45","E32_WS (Sector A)","27.22","68.62","100.93","0.37","336","50.12","2","0","0","1","138"
"30/7/2026, 04.19.50","E32_WS (Sector A)","27.22","68.58","100.93","0.15","320","50.12","2","0","0","1","138"
"30/7/2026, 04.19.55","E32_WS (Sector A)","27.21","68.58","100.93","0.43","307","50.12","2","0","0","2","138"
"30/7/2026, 04.20.00","E32_WS (Sector A)","27.21","68.68","100.93","0.36","309","50.12","2","0","0","1","138"
"30/7/2026, 04.20.05","E32_WS (Sector A)","27.21","68.72","100.93","0.29","319","50.12","2","0","0","1","138"
"30/7/2026, 04.20.11","E32_WS (Sector A)","27.21","68.7","100.93","0.44","334","50.12","2","0","0","1","138"
"30/7/2026, 04.20.15","E32_WS (Sector A)","27.21","68.68","100.93","0.48","347","50.12","2","0","0","1","138"
"30/7/2026, 04.20.20","E32_WS (Sector A)","27.21","68.65","100.93","0.42","324","50.12","2","0","0","1","138"
"30/7/2026, 04.20.25","E32_WS (Sector A)","27.21","68.64","100.93","0.32","309","50.12","2","0","0","1","138"
"30/7/2026, 04.20.30","E32_WS (Sector A)","27.21","68.62","100.93","0.39","357","50.12","2","0","0","1","138"
"30/7/2026, 04.20.35","E32_WS (Sector A)","27.21","68.61","100.93","0.28","333","50.12","2","0","0","1","138"
"30/7/2026, 04.20.40","E32_WS (Sector A)","27.21","68.58","100.93","0.36","332","50.12","2","0","0","1","138"
"30/7/2026, 04.20.46","E32_WS (Sector A)","27.21","68.58","100.93","0.12","332","50.12","2","0","0","1","138"
"30/7/2026, 04.20.51","E32_WS (Sector A)","27.21","68.57","100.93","0.34","324","50.12","2","0","0","2","138"
"30/7/2026, 04.20.56","E32_WS (Sector A)","27.2","68.56","100.93","0.62","11","50.12","2","0","0","2","138"
"30/7/2026, 04.21.01","E32_WS (Sector A)","27.2","68.55","100.93","0.72","336","50.12","2","0","0","2","138"
"30/7/2026, 04.21.06","E32_WS (Sector A)","27.2","68.54","100.93","0.5","313","50.12","2","0","0","2","138"
"30/7/2026, 04.21.11","E32_WS (Sector A)","27.2","68.63","100.93","0.59","324","50.12","2","0","0","2","138"
"30/7/2026, 04.21.16","E32_WS (Sector A)","27.2","68.68","100.93","0.43","329","50.12","2","0","0","2","138"
"30/7/2026, 04.21.21","E32_WS (Sector A)","27.2","68.7","100.93","0.49","328","50.12","2","0","0","2","138"
"30/7/2026, 04.21.26","E32_WS (Sector A)","27.21","68.7","100.93","0.5","339","50.12","2","0","0","1","138"
"30/7/2026, 04.21.31","E32_WS (Sector A)","27.21","68.7","100.93","0.52","334","50.12","2","0","0","2","138"
"30/7/2026, 04.21.36","E32_WS (Sector A)","27.21","68.68","100.93","0.43","347","50.12","2","0","0","1","138"
"30/7/2026, 04.21.41","E32_WS (Sector A)","27.21","68.64","100.93","0.28","289","50.12","2","0","0","1","138"
"30/7/2026, 04.21.46","E32_WS (Sector A)","27.2","68.64","100.93","0.18","292","50.12","2","0","0","1","138"
"30/7/2026, 04.21.51","E32_WS (Sector A)","27.2","68.64","100.93","0.31","321","50.12","2","0","0","1","138"
"30/7/2026, 04.21.56","E32_WS (Sector A)","27.2","68.62","100.93","0.21","327","50.12","2","0","0","1","138"
"30/7/2026, 04.22.01","E32_WS (Sector A)","27.2","68.61","100.93","0.35","321","50.12","2","0","0","1","138"
"30/7/2026, 04.22.06","E32_WS (Sector A)","27.2","68.59","100.93","0.44","339","50.12","2","0","0","1","138"
"30/7/2026, 04.22.11","E32_WS (Sector A)","27.2","68.59","100.93","0.48","332","50.12","2","0","0","1","138"
"30/7/2026, 04.22.16","E32_WS (Sector A)","27.2","68.6","100.93","0.28","330","50.12","2","0","0","1","138"
"30/7/2026, 04.22.21","E32_WS (Sector A)","27.19","68.61","100.93","0.52","338","50.12","2","0","0","1","138"
"30/7/2026, 04.22.26","E32_WS (Sector A)","27.2","68.6","100.93","0.36","337","50.12","2","0","0","1","138"
"30/7/2026, 04.22.31","E32_WS (Sector A)","27.2","68.58","100.93","0.39","316","50.12","2","0","0","1","138"
"30/7/2026, 04.22.36","E32_WS (Sector A)","27.2","68.64","100.93","0.31","338","50.12","2","0","0","1","138"
"30/7/2026, 04.22.41","E32_WS (Sector A)","27.2","68.65","100.93","0.37","326","50.12","2","0","0","1","138"
"30/7/2026, 04.22.46","E32_WS (Sector A)","27.2","68.63","100.93","0.27","9","50.12","2","0","0","1","138"
